,Country,EdLevel,YearsCodePro,ConvertedCompYearly
33688,India,Bachelors,2,20943
33689,United States of America,No bachelors,17,180000
33690,United Kingdom,Bachelors,18,108578
33691,United Kingdom,Bachelors,5,51704
33692,Other,Bachelors,5,10380
33693,United States of America,No bachelors,44,140000
33694,Germany,No bachelors,7,63216
33695,Poland,Bachelors,10,78469
33696,Other,Bachelors,3,10548
33697,United States of America,Bachelors,10,118000
33698,Other,Bachelors,5,26100
33699,Other,No bachelors,8,250000
33700,Australia,No bachelors,0.5,53448
33701,Poland,Bachelors,0.5,31644
33702,Other,Bachelors,6,41508
33703,Russia,No bachelors,5,47184
33704,Other,No bachelors,0.5,12972
33705,India,Bachelors,2,36000
33706,Other,Bachelors,3,13044
33707,Other,No bachelors,8,20040
33708,India,Bachelors,21,58644
33709,Italy,No bachelors,16,62697
33710,United Kingdom,No bachelors,13,120211
33711,United States of America,No bachelors,10,152000
33712,Other,Bachelors,10,24024
33713,Other,No bachelors,8,23400
33714,Germany,No bachelors,0.5,48644
33715,Canada,Bachelors,2,64188
33716,Other,No bachelors,2,35472
33717,Norway,No bachelors,5,42156
33718,United Kingdom,No bachelors,10,232667
33719,Other,No bachelors,9,43776
33720,Germany,No bachelors,15,54480
33721,Other,Bachelors,2,48900
33722,United Kingdom,No bachelors,10,71093
33723,Germany,No bachelors,4,58368
33724,Brazil,Bachelors,5,26112
33725,Sweden,No bachelors,8,63816
33726,Other,Bachelors,6,54948
33727,United States of America,No bachelors,8,120000
33728,United States of America,Bachelors,2,88000
33729,United States of America,No bachelors,11,110000
33730,United Kingdom,No bachelors,9,103408
33731,United Kingdom,Post-grad,6,129259
33732,Other,No bachelors,3,14352
33733,Turkey,Bachelors,10,13812
33734,Other,No bachelors,5,14268
33735,Canada,Bachelors,3,128573
33736,Germany,Bachelors,2,51888
33737,Poland,Bachelors,0.5,15192
33738,United States of America,No bachelors,40,145000
33739,Other,No bachelors,3,21036
33740,France,Post-grad,16,59454
33741,United States of America,Bachelors,9,69700
33742,India,Bachelors,9,32112
33743,Canada,Bachelors,9,128573
33744,Other,No bachelors,7,220000
33745,United States of America,Bachelors,18,115000
33746,United States of America,Bachelors,1,73000
33747,United States of America,No bachelors,10,130000
33748,Brazil,Bachelors,0.5,19236
33749,United States of America,No bachelors,12,95000
33750,Switzerland,No bachelors,5,96360
33751,Brazil,No bachelors,1,11760
33752,Germany,No bachelors,3,70264
33753,United States of America,Bachelors,23,120000
33754,Other,Bachelors,0.5,22344
33755,Canada,No bachelors,6,130086
33756,United States of America,Bachelors,14,180000
33757,Canada,Bachelors,6,61715
33758,Other,Bachelors,7,211000
33759,United States of America,No bachelors,10,125000
33760,Netherlands,Post-grad,30,173000
33761,United States of America,Bachelors,8,138000
33762,Netherlands,Bachelors,9,38916
33763,United States of America,Bachelors,15,160000
33764,Brazil,Bachelors,24,19236
33765,Turkey,Bachelors,4,29580
33766,Spain,Bachelors,1,16860
33767,Other,No bachelors,5,36324
33768,Germany,No bachelors,8,75669
33769,Brazil,Bachelors,1,19236
33770,Poland,Bachelors,4,21264
33771,Canada,Bachelors,17,119497
33772,Spain,No bachelors,0.5,24322
33773,United States of America,No bachelors,1,100000
33774,United Kingdom,Post-grad,11,142185
33775,France,Post-grad,11,41508
33776,United States of America,Bachelors,5,125000
33777,Brazil,No bachelors,2,19236
33778,Other,No bachelors,2,51887
33779,Canada,No bachelors,7,113447
33780,Germany,Bachelors,6,83236
33781,Australia,No bachelors,5,50100
33782,Other,No bachelors,2,12936
33783,United States of America,No bachelors,3,90000
33784,United States of America,Bachelors,4,116100
33785,United States of America,No bachelors,4,80000
33786,United States of America,Bachelors,12,116000
33787,Other,Bachelors,5,76668
33788,Brazil,Bachelors,3,19236
33789,United States of America,No bachelors,4,150000
33790,Canada,No bachelors,6,136514
33791,United Kingdom,No bachelors,7,71093
33792,United States of America,Bachelors,3,46000
33793,Other,No bachelors,2,30120
33794,Canada,Post-grad,2,46891
33795,United States of America,Bachelors,2,164500
33796,Australia,No bachelors,3,96874
33797,Other,No bachelors,1,46000
33798,United States of America,Bachelors,1,85000
33799,Other,No bachelors,4,33600
33800,Australia,No bachelors,25,80172
33801,Other,Bachelors,4,19200
33802,Other,Bachelors,1,25151
33803,United States of America,Bachelors,12,160000
33804,United States of America,Bachelors,7,66430
33805,Other,Bachelors,3,33600
33806,United States of America,Bachelors,8,155000
33807,Other,Bachelors,4,21624
33808,Other,No bachelors,14,94965
33809,United States of America,Bachelors,8,82000
33810,India,No bachelors,0.5,22339
33811,United States of America,No bachelors,2,82709
33812,Canada,Bachelors,3,98321
33813,United States of America,No bachelors,3,145000
33814,United States of America,Bachelors,1,90000
33815,United States of America,No bachelors,4,125000
33816,United States of America,Bachelors,31,205000
33817,India,Bachelors,4,27923
33818,India,No bachelors,4,20943
33819,United States of America,Bachelors,4,40000
33820,United States of America,No bachelors,8,140000
33821,United States of America,Bachelors,10,130000
33822,India,Bachelors,4,11388
33823,United States of America,No bachelors,7,250000
33824,United States of America,No bachelors,20,200000
33825,Other,Bachelors,12,57600
33826,United States of America,Bachelors,5,30000
33827,United States of America,Post-grad,7,180000
33828,United States of America,No bachelors,9,160000
33829,Other,Bachelors,6,27329
33830,Australia,Bachelors,20,120250
33831,Germany,No bachelors,14,97288
33832,United States of America,Bachelors,5,135000
33833,India,No bachelors,0.5,16754
33834,Other,Bachelors,3,62268
33835,Switzerland,No bachelors,27,63432
33836,United States of America,Bachelors,0.5,58000
33837,India,Bachelors,3,16056
33838,Germany,Bachelors,0.5,48644
33839,India,Bachelors,10,48866
33840,India,Bachelors,3,32112
33841,France,No bachelors,12,42396
33842,Other,Bachelors,20,52836
33843,Other,Bachelors,8,67084
33844,Other,Bachelors,6,42000
33845,Other,No bachelors,3,11640
33846,Germany,No bachelors,25,108098
33847,Other,No bachelors,5,71340
33848,India,Bachelors,1,10611
33849,India,No bachelors,23,34904
33850,Sweden,No bachelors,7,55476
33851,Germany,No bachelors,4,47563
33852,India,No bachelors,7,13404
33853,Australia,Bachelors,11,106895
33854,Other,No bachelors,3,57312
33855,Germany,No bachelors,7,64860
33856,United Kingdom,Bachelors,16,80000
33857,Norway,No bachelors,30,118685
33858,Sweden,Bachelors,8,39276
33859,Spain,No bachelors,4,32429
33860,Italy,No bachelors,11,35672
33861,Other,Bachelors,1,11676
33862,Other,No bachelors,8,50040
33863,Sweden,No bachelors,11,59160
33864,Other,Bachelors,2,14412
33865,Other,Bachelors,0.5,26976
33866,Norway,No bachelors,21,69053
33867,Norway,Bachelors,22,100343
33868,Germany,No bachelors,6,61616
33869,Sweden,No bachelors,22,76092
33870,Netherlands,Bachelors,24,84316
33871,India,Bachelors,3,13236
33872,Other,No bachelors,34,170000
33873,Other,No bachelors,4,10020
33874,India,Bachelors,4,43281
33875,Other,No bachelors,21,70052
33876,Australia,No bachelors,35,66810
33877,India,Bachelors,5,15912
33878,Germany,No bachelors,22,64859
33879,Other,Post-grad,10,45396
33880,Other,No bachelors,9,37620
33881,United States of America,Bachelors,2,80000
33882,Russia,Bachelors,2,35856
33883,India,Bachelors,7,25128
33884,India,No bachelors,14,37697
33885,Germany,No bachelors,28,108098
33886,Turkey,Bachelors,4,29580
33887,Other,No bachelors,5,48036
33888,Poland,No bachelors,11,41004
33889,India,Bachelors,3,12500
33890,Other,Bachelors,3,18108
33891,Russia,No bachelors,4,24540
33892,Other,Bachelors,5,33732
33893,United Kingdom,No bachelors,9,116333
33894,France,No bachelors,5,42158
33895,Other,Bachelors,9,80000
33896,United States of America,Bachelors,3,200000
33897,Other,No bachelors,1,26592
33898,United States of America,No bachelors,7,150000
33899,Netherlands,Bachelors,2,38916
33900,Other,No bachelors,10,10896
33901,France,No bachelors,3,37834
33902,India,Bachelors,3,11388
33903,Poland,Bachelors,4,30372
33904,United Kingdom,Bachelors,14,60106
33905,Sweden,Post-grad,5,40500
33906,Netherlands,Bachelors,3,38916
33907,Poland,No bachelors,5,24300
33908,Other,No bachelors,2,14916
33909,France,No bachelors,6,57292
33910,Netherlands,No bachelors,8,53832
33911,Poland,No bachelors,5,39492
33912,United Kingdom,No bachelors,26,129259
33913,Australia,No bachelors,0.5,33400
33914,Other,Bachelors,3,49941
33915,Germany,No bachelors,2,50806
33916,United Kingdom,Bachelors,17,135722
33917,India,Bachelors,10,61432
33918,Other,No bachelors,2,29343
33919,Other,No bachelors,2,50364
33920,Switzerland,Bachelors,1,66072
33921,France,Bachelors,2,46482
33922,Other,Bachelors,3,11652
33923,Other,No bachelors,11,45396
33924,Germany,Bachelors,4,48644
33925,Poland,Bachelors,7,61236
33926,Italy,No bachelors,20,48644
33927,Germany,Bachelors,10,68748
33928,Poland,No bachelors,1,12144
33929,Russia,No bachelors,1,11328
33930,Turkey,Bachelors,5,17748
33931,United Kingdom,Bachelors,15,129259
33932,United Kingdom,No bachelors,0.5,27144
33933,Other,Post-grad,11,41919
33934,United Kingdom,Bachelors,3,42656
33935,India,Bachelors,2,16752
33936,Sweden,No bachelors,3,44184
33937,United Kingdom,No bachelors,10,135722
33938,United Kingdom,No bachelors,6,36193
33939,Other,No bachelors,5,34800
33940,Norway,No bachelors,4,57185
33941,Netherlands,Bachelors,3,30808
33942,Other,Post-grad,6,200000
33943,United Kingdom,Bachelors,0.5,38778
33944,Other,Bachelors,2,38916
33945,Other,No bachelors,1,12972
33946,Other,No bachelors,8,38220
33947,United States of America,Bachelors,14,240000
33948,Poland,No bachelors,3,20472
33949,Other,Bachelors,4,32424
33950,Germany,Post-grad,10,59676
33951,Other,Bachelors,1,51888
33952,Sweden,No bachelors,11,79776
33953,Other,No bachelors,4,25151
33954,Other,No bachelors,10,24324
33955,Germany,No bachelors,14,59454
33956,Germany,No bachelors,4,47563
33957,United Kingdom,No bachelors,10,77831
33958,Other,No bachelors,10,114324
33959,Other,Bachelors,4,40212
33960,United States of America,Bachelors,12,150000
33961,Other,No bachelors,10,30996
33962,France,Post-grad,6,24252
33963,Other,Bachelors,7,42868
33964,France,No bachelors,3,41077
33965,France,No bachelors,2,47563
33966,Italy,No bachelors,2,25944
33967,Other,Bachelors,7,38915
33968,Other,No bachelors,4,31128
33969,United Kingdom,No bachelors,5,73678
33970,United Kingdom,Bachelors,8,82726
33971,Germany,No bachelors,3,38916
33972,Italy,Bachelors,1,18156
33973,Brazil,No bachelors,3,19236
33974,Other,No bachelors,6,51600
33975,France,Bachelors,5,35028
33976,France,Bachelors,2,32424
33977,France,Post-grad,12,38916
33978,Switzerland,No bachelors,4,85385
33979,Other,No bachelors,4,27240
33980,Other,No bachelors,2,16008
33981,Germany,No bachelors,3,34591
33982,Italy,No bachelors,25,64859
33983,Other,No bachelors,0.5,35672
33984,Germany,Bachelors,5,86478
33985,United Kingdom,No bachelors,5,77556
33986,France,No bachelors,9,86478
33987,Australia,Bachelors,3,90193
33988,Netherlands,No bachelors,4,45396
33989,Spain,No bachelors,6,43239
33990,Other,No bachelors,1,15600
33991,Other,Bachelors,8,31380
33992,India,Bachelors,10,41885
33993,Germany,Bachelors,7,64859
33994,Other,Bachelors,3,24000
33995,Other,Bachelors,7,19452
33996,India,No bachelors,1,12566
33997,Other,Bachelors,2,19452
33998,Other,Bachelors,2,45396
33999,Australia,No bachelors,5,86853
34000,Other,No bachelors,5,66716
34001,Germany,No bachelors,4,61616
34002,Australia,Bachelors,19,66810
34003,Poland,No bachelors,2,27336
34004,United States of America,Bachelors,7,115000
34005,Poland,No bachelors,17,57708
34006,Germany,No bachelors,5,53184
34007,Poland,Bachelors,2,27336
34008,France,No bachelors,5,43239
34009,Other,No bachelors,2,59292
34010,United Kingdom,No bachelors,4,109871
34011,Other,No bachelors,5,40032
34012,Norway,Bachelors,1,75527
34013,Germany,Bachelors,6,54049
34014,Poland,No bachelors,4,21264
34015,United Kingdom,No bachelors,4,28230
34016,France,No bachelors,12,43239
34017,Other,Bachelors,11,38772
34018,India,Bachelors,17,29320
34019,India,Bachelors,3,25131
34020,India,Bachelors,0.5,22688
34021,Germany,Bachelors,0.5,50806
34022,Russia,No bachelors,15,60396
34023,India,Bachelors,4,33159
34024,Netherlands,Bachelors,0.5,34764
34025,United Kingdom,No bachelors,5,60493
34026,Germany,No bachelors,3,63778
34027,Other,No bachelors,3,18192
34028,Other,No bachelors,7,31692
34029,Other,No bachelors,9,123664
34030,Other,No bachelors,0.5,15372
34031,Netherlands,No bachelors,6,58368
34032,India,Bachelors,6,50262
34033,India,Bachelors,0.5,13962
34034,Canada,No bachelors,12,170170
34035,Israel,Bachelors,15,122578
34036,United Kingdom,No bachelors,3,21600
34037,Germany,No bachelors,1,36753
34038,United Kingdom,Bachelors,6,58167
34039,Sweden,No bachelors,4,92049
34040,Other,Bachelors,1,13620
34041,India,Bachelors,9,20943
34042,Israel,No bachelors,6,147096
34043,Other,Bachelors,1,196020
34044,Norway,Bachelors,1,53948
34045,Russia,No bachelors,10,18612
34046,Netherlands,Bachelors,4,34380
34047,India,Bachelors,3,23735
34048,Germany,No bachelors,0.5,27240
34049,India,Bachelors,9,60000
34050,United Kingdom,Bachelors,3,40070
34051,Other,Bachelors,12,51888
34052,Germany,No bachelors,10,86478
34053,Germany,Bachelors,6,70264
34054,Sweden,Bachelors,10,54000
34055,Other,No bachelors,13,54049
34056,Spain,Bachelors,3,32429
34057,Other,No bachelors,6,62697
34058,Other,Bachelors,15,60363
34059,India,Bachelors,6,16752
34060,United Kingdom,Post-grad,15,31020
34061,United Kingdom,Bachelors,4,51704
34062,Netherlands,No bachelors,8,70264
34063,Germany,No bachelors,10,123232
34064,Brazil,No bachelors,10,13740
34065,India,Bachelors,7,20000
34066,Poland,No bachelors,3,24300
34067,India,Bachelors,8,26527
34068,Germany,Post-grad,5,75669
34069,Other,No bachelors,20,84316
34070,United Kingdom,Bachelors,15,155111
34071,India,No bachelors,6,33508
34072,Other,No bachelors,10,13188
34073,United Kingdom,No bachelors,2,28230
34074,Other,No bachelors,5,32712
34075,Australia,No bachelors,2,50100
34076,Germany,Bachelors,3,86478
34077,Spain,Bachelors,1,24720
34078,Germany,No bachelors,5,49296
34079,France,No bachelors,10,64859
34080,Other,Bachelors,9,32568
34081,Australia,Bachelors,6,76831
34082,India,Bachelors,2,10611
34083,Germany,No bachelors,17,36972
34084,India,Bachelors,9,20943
34085,Other,No bachelors,15,91883
34086,Other,Bachelors,26,66716
34087,Israel,Bachelors,5,105072
34088,Other,No bachelors,4,27528
34089,United Kingdom,No bachelors,8,149941
34090,Poland,No bachelors,5,17004
34091,Other,No bachelors,4,25944
34092,United States of America,No bachelors,47,200000
34093,United Kingdom,Bachelors,20,96945
34094,Germany,No bachelors,6,53000
34095,India,Bachelors,12,41885
34096,Other,Bachelors,2,12972
34097,Turkey,Bachelors,7,45360
34098,Germany,Bachelors,2,59454
34099,Brazil,Post-grad,14,19236
34100,United States of America,Bachelors,33,230000
34101,Poland,No bachelors,3,37968
34102,France,Bachelors,8,58373
34103,Germany,Bachelors,7,39360
34104,Germany,No bachelors,20,51888
34105,Other,No bachelors,20,77831
34106,Germany,No bachelors,0.5,12972
34107,India,Bachelors,6,11724
34108,Germany,No bachelors,24,54049
34109,Other,No bachelors,3,32568
34110,United Kingdom,Bachelors,14,60752
34111,Other,No bachelors,13,48036
34112,Other,No bachelors,29,88959
34113,Germany,No bachelors,0.5,38915
34114,Poland,No bachelors,5,30372
34115,India,Bachelors,4,15358
34116,India,Bachelors,11,41885
34117,Other,No bachelors,22,48644
34118,Israel,Bachelors,10,199632
